ID,дата_начала_периода,просрочка_дней
IDF55043379,2016-12-01,114
IDF54976357,2019-06-01,124
IDF55113911,2017-02-01,100
IDF54904367,2017-10-01,83
IDF55102637,2019-10-01,80
IDF55024092,2015-05-01,94
IDF55080153,2019-04-01,84
IDF55130358,2018-04-01,90
IDF55020771,2018-10-01,107
IDF55041727,2018-12-01,91
IDF54985264,2015-08-01,144
IDF54959866,2016-08-01,148
IDF55089839,2018-10-01,107
IDF54948496,2014-12-01,143
IDF54926055,2019-12-01,126
IDF54980173,2018-12-01,108
IDF55133271,2019-05-01,132
IDF54948018,2018-09-01,134
IDF55028540,2014-11-01,121
IDF54925431,2019-07-01,127
IDF55068977,2017-09-01,124
IDF54975341,2014-05-01,96
IDF55132296,2015-01-01,86
IDF54907499,2014-06-01,141
IDF54963830,2019-08-01,99
IDF54932159,2017-12-01,95
IDF54984359,2017-09-01,124
IDF55033157,2018-03-01,92
IDF54907584,2018-03-01,129
IDF54910526,2018-12-01,83
IDF55086908,2015-09-01,102
IDF55078679,2018-09-01,124
IDF55089090,2014-11-01,99
IDF54959202,2017-01-01,127
IDF55146226,2019-05-01,106
IDF54997266,2018-11-01,131
IDF54959331,2017-03-01,105
IDF54997789,2018-12-01,128
IDF55042878,2015-09-01,137
IDF54992298,2015-07-01,136
IDF55119518,2019-11-01,114
IDF55032908,2016-05-01,128
IDF54919998,2018-01-01,93
IDF54935115,2018-06-01,94
IDF54916449,2019-05-01,142
IDF54977638,2014-05-01,80
IDF54900821,2018-06-01,108
IDF55006304,2018-09-01,87
IDF54908262,2019-07-01,126
IDF54971627,2019-08-01,147
IDF54997648,2018-11-01,80
IDF55126987,2019-09-01,87
IDF55020245,2019-03-01,150
IDF55056489,2019-03-01,99
IDF55073319,2017-03-01,145
IDF55105934,2019-07-01,120
IDF55072201,2017-06-01,87
IDF55084660,2016-09-01,125
IDF54896494,2019-07-01,137
IDF54958704,2015-04-01,121
IDF54898310,2019-03-01,84
IDF54960935,2017-11-01,107
IDF55046958,2019-02-01,131
IDF55041574,2019-08-01,120
IDF55121666,2016-11-01,124
IDF55142395,2016-05-01,113
IDF55121020,2016-10-01,103
IDF55151315,2019-06-01,128
IDF55081192,2017-06-01,149
IDF55073450,2015-03-01,106
IDF55063575,2016-08-01,103
IDF55036406,2017-09-01,80
IDF55090210,2019-02-01,100
IDF55111780,2015-10-01,80
IDF55141246,2019-09-01,106
IDF55142535,2018-03-01,103
IDF55060324,2018-03-01,100
IDF55125735,2015-02-01,145
IDF55056236,2019-11-01,141
IDF55056246,2018-04-01,120
IDF55003241,2014-02-01,104
IDF55015537,2016-06-01,135
IDF55111658,2019-03-01,107
IDF55061277,2019-12-01,110
IDF55098417,2016-02-01,135
IDF54905043,2017-02-01,110
IDF55051592,2018-07-01,118
IDF55040014,2018-12-01,88
IDF54922323,2016-08-01,139
IDF54980341,2016-08-01,89
IDF55009730,2018-07-01,86
IDF55013212,2018-01-01,123
IDF54920836,2019-04-01,142
IDF55054912,2015-10-01,106
IDF55144521,2019-10-01,84
IDF55110208,2015-06-01,119
IDF55007337,2019-09-01,130
IDF55038104,2018-11-01,87
IDF55098970,2014-03-01,98
IDF54969248,2019-10-01,116
IDF54901284,2016-03-01,116
IDF55145090,2019-06-01,89
IDF55004931,2018-08-01,140
IDF55138777,2016-09-01,84
IDF55071995,2017-09-01,85
IDF54977685,2017-09-01,143
IDF54990729,2017-10-01,107
IDF55107559,2016-03-01,136
IDF54946394,2016-10-01,118
IDF55144881,2018-10-01,105
IDF54918066,2013-12-01,118
IDF54995815,2014-12-01,140
IDF55066888,2019-08-01,97
IDF55080682,2019-09-01,99
IDF54995657,2016-02-01,122
IDF55107645,2016-07-01,124
IDF55122915,2015-11-01,131
IDF55000095,2017-05-01,115
IDF55106552,2016-09-01,138
IDF55120812,2017-06-01,149
IDF55069258,2017-01-01,138
IDF55149851,2018-04-01,131
IDF55040268,2017-05-01,123
IDF55021569,2018-12-01,108
IDF54969798,2017-01-01,87
IDF54999627,2019-08-01,92
IDF54997853,2017-07-01,93
IDF55100476,2015-04-01,133
IDF55118819,2015-10-01,83
IDF55022959,2019-09-01,96
IDF54997842,2019-03-01,124
IDF54941025,2019-03-01,95
IDF54916897,2018-04-01,114
IDF55029820,2017-08-01,133
IDF55129676,2019-06-01,148
IDF55105604,2019-12-01,121
IDF55123328,2017-10-01,119
IDF54978485,2017-08-01,125
IDF55064658,2015-10-01,149
IDF55055626,2017-01-01,97
IDF54997929,2017-03-01,144
IDF54913178,2018-10-01,97
IDF55116669,2019-11-01,91
IDF54932211,2016-01-01,140
IDF55055680,2014-07-01,127
IDF55024142,2019-02-01,110
IDF55061078,2014-09-01,102
IDF54916312,2016-05-01,118
IDF55108441,2016-01-01,84
IDF54974317,2019-08-01,132
IDF54958835,2014-09-01,139
IDF55014763,2019-04-01,99
IDF55026974,2014-06-01,98
IDF55039275,2014-12-01,92
IDF54926590,2018-09-01,86
IDF55124715,2017-02-01,150
IDF55003152,2015-07-01,110
IDF55026281,2015-06-01,118
IDF55136601,2019-12-01,138
IDF55076895,2019-12-01,138
IDF55037864,2018-01-01,103
IDF55086744,2018-12-01,114
IDF54938886,2015-03-01,99
IDF55009931,2015-09-01,111
IDF55106412,2015-08-01,84
IDF55010856,2018-11-01,136
IDF55059748,2019-07-01,133
IDF55087625,2017-01-01,88
IDF54947868,2014-08-01,104
IDF55026993,2015-01-01,132
IDF55092236,2016-02-01,110
IDF55114896,2016-05-01,131
IDF55022630,2017-11-01,142
IDF55046328,2019-09-01,125
IDF55055516,2016-03-01,80
IDF54975617,2015-01-01,86
IDF55014548,2019-04-01,136
IDF55127941,2014-08-01,95
IDF55101956,2019-11-01,134
IDF55030926,2015-04-01,85
IDF55075752,2017-09-01,139
IDF54964906,2015-03-01,95
IDF55116499,2017-11-01,96
IDF54985082,2019-04-01,128
IDF55140291,2015-06-01,146
IDF55141441,2015-08-01,148
IDF55024484,2017-04-01,104
IDF55047775,2017-09-01,134
IDF55039813,2016-03-01,133
IDF55117118,2018-11-01,133
IDF55024849,2017-09-01,148
IDF54974112,2017-10-01,135
IDF55018183,2018-01-01,132
IDF55042004,2019-02-01,97
IDF54987044,2019-08-01,84
IDF55119105,2018-05-01,85
IDF54904495,2019-11-01,80
IDF55150546,2018-07-01,127
IDF54957210,2017-06-01,133
IDF54961398,2017-12-01,119
IDF55118044,2016-10-01,103
IDF55003466,2015-07-01,106
IDF55055406,2015-02-01,134
IDF55130661,2015-06-01,134
IDF55125654,2019-12-01,96
IDF55056358,2015-05-01,116
IDF54997608,2018-01-01,80
IDF55091370,2016-03-01,85
IDF54970597,2019-07-01,111
IDF54898309,2017-07-01,88
IDF54931791,2016-10-01,136
IDF55006703,2018-09-01,107
IDF54940845,2018-02-01,81
IDF54932989,2018-12-01,97
IDF55027014,2016-04-01,143
IDF54936341,2017-05-01,118
IDF55017242,2018-05-01,84
IDF55101750,2017-10-01,100
IDF55021700,2018-09-01,145
IDF55061456,2019-03-01,117
IDF55047226,2018-01-01,111
IDF55025841,2019-08-01,117
IDF54983606,2019-09-01,96
IDF54978949,2018-12-01,99
IDF54930965,2019-08-01,121
IDF55080990,2017-06-01,128
IDF55031654,2019-10-01,138
IDF55109911,2018-10-01,114
IDF55104487,2016-06-01,107
IDF54978162,2015-11-01,99
IDF54953902,2015-11-01,100
IDF55084283,2017-09-01,121
IDF55068962,2014-04-01,139
IDF54921215,2019-02-01,125
IDF55131972,2015-06-01,91
IDF55141814,2017-10-01,132
IDF55088851,2015-08-01,121
IDF54964169,2019-10-01,120
IDF55143360,2017-01-01,137
IDF55139870,2015-03-01,107
IDF54977028,2019-08-01,113
IDF54956161,2017-04-01,101
IDF54953495,2018-06-01,82
IDF55064233,2018-12-01,95
IDF55004962,2014-11-01,118
IDF55007507,2017-02-01,96
IDF55031051,2019-11-01,135
IDF55020308,2015-11-01,132
IDF54940917,2017-02-01,139
IDF55108367,2016-08-01,106
IDF55089070,2018-10-01,97
IDF54962896,2019-12-01,131
IDF54962351,2019-09-01,120
IDF54990310,2018-10-01,128
IDF55034896,2019-02-01,135
IDF55041337,2015-10-01,150
IDF55098412,2018-12-01,144
IDF55054980,2017-08-01,144
IDF54952135,2019-04-01,132
IDF55038482,2018-12-01,124
IDF55146629,2014-10-01,88
IDF54917881,2016-02-01,89
IDF54902735,2015-04-01,112
