ID,возраст,семейное_положение,наличие_иждивенцев,дата_регистрации
IDF54947159,28,есть семья,1,2017-02-01
IDF55030812,62,есть семья,0,2016-05-01
IDF55008156,67,нет семьи,1,2016-06-01
IDF55087602,43,разведённые,0,2013-07-01
IDF54921884,26,нет семьи,0,2019-05-01
IDF55005258,54,нет семьи,1,2017-01-01
IDF55146546,24,есть семья,0,2019-03-01
IDF55145808,41,разведённые,1,2017-04-01
IDF55109323,66,разведённые,1,2017-05-01
IDF54902027,53,нет семьи,0,2016-07-01
IDF55034970,37,нет семьи,1,2017-12-01
IDF55055298,65,нет семьи,0,2016-04-01
IDF54958334,47,есть семья,1,2013-02-01
IDF54974976,54,разведённые,0,2015-01-01
IDF55082344,41,есть семья,0,2014-10-01
IDF55083457,68,нет семьи,0,2013-03-01
IDF55143544,27,нет семьи,1,2016-07-01
IDF54996200,51,нет семьи,0,2016-10-01
IDF55042246,18,нет семьи,1,2014-02-01
IDF54959542,27,разведённые,1,2018-12-01
IDF54974374,41,нет семьи,0,2019-11-01
IDF54993138,40,нет семьи,1,2013-03-01
IDF55107006,32,есть семья,1,2017-10-01
IDF55114555,24,есть семья,0,2014-09-01
IDF55035440,68,нет семьи,0,2017-06-01
IDF55116887,28,нет семьи,1,2013-08-01
IDF54996431,38,есть семья,1,2018-02-01
IDF55081126,51,есть семья,0,2013-03-01
IDF55127653,45,есть семья,1,2017-06-01
IDF54951978,42,есть семья,1,2019-06-01
IDF54970618,39,нет семьи,0,2013-12-01
IDF55099516,65,разведённые,1,2015-09-01
IDF54915855,20,есть семья,0,2015-04-01
IDF54935193,33,есть семья,0,2017-11-01
IDF55011490,26,есть семья,1,2016-10-01
IDF55044895,23,разведённые,1,2013-04-01
IDF55125841,35,есть семья,1,2013-02-01
IDF55002487,56,разведённые,1,2018-07-01
IDF55143811,23,нет семьи,0,2015-10-01
IDF55107489,23,нет семьи,1,2014-01-01
IDF54917290,22,разведённые,0,2017-11-01
IDF54941695,69,нет семьи,0,2014-10-01
IDF54969688,32,нет семьи,0,2016-06-01
IDF55071657,25,нет семьи,1,2013-11-01
IDF54914879,40,нет семьи,1,2018-02-01
IDF54925366,26,есть семья,0,2013-12-01
IDF55095065,33,нет семьи,0,2014-08-01
IDF54949323,29,есть семья,1,2016-10-01
IDF55075094,29,есть семья,1,2019-08-01
IDF55013104,67,разведённые,0,2016-03-01
IDF55019175,48,нет семьи,1,2013-03-01
IDF54939514,52,нет семьи,0,2013-01-01
IDF55032511,29,есть семья,1,2019-01-01
IDF54963431,24,нет семьи,1,2019-05-01
IDF55013912,55,разведённые,1,2014-08-01
IDF55117356,26,разведённые,0,2016-07-01
IDF54902448,29,нет семьи,0,2018-08-01
IDF55065040,49,есть семья,0,2018-06-01
IDF55025429,51,есть семья,0,2013-10-01
IDF55011110,35,есть семья,1,2014-01-01
IDF55127565,35,нет семьи,1,2017-02-01
IDF54980072,66,разведённые,1,2014-11-01
IDF54949874,24,разведённые,0,2018-11-01
IDF54960495,29,разведённые,0,2015-09-01
IDF55076200,39,нет семьи,0,2018-12-01
IDF55061392,60,разведённые,1,2015-08-01
IDF55046245,66,разведённые,0,2013-04-01
IDF54935727,18,нет семьи,0,2017-07-01
IDF55058923,29,разведённые,0,2018-01-01
IDF54985317,60,нет семьи,1,2013-05-01
IDF54918387,52,разведённые,1,2018-09-01
IDF55066373,26,разведённые,0,2016-02-01
IDF55128055,21,разведённые,0,2015-11-01
IDF55142162,59,разведённые,1,2015-11-01
IDF55139889,22,нет семьи,1,2013-05-01
IDF55013433,69,нет семьи,1,2018-01-01
IDF55140563,63,разведённые,0,2018-06-01
IDF55028773,42,нет семьи,0,2015-04-01
IDF54950925,53,нет семьи,1,2014-03-01
IDF55120498,57,нет семьи,0,2015-10-01
IDF55067434,56,есть семья,0,2018-07-01
IDF54939358,55,есть семья,1,2017-09-01
IDF55072913,48,есть семья,0,2017-12-01
IDF55085790,48,есть семья,0,2018-12-01
IDF55055791,23,разведённые,0,2018-12-01
IDF54936338,36,есть семья,1,2017-10-01
IDF55134184,56,разведённые,0,2018-09-01
IDF55150193,26,есть семья,1,2013-08-01
IDF54989528,58,есть семья,0,2019-02-01
IDF55129142,58,нет семьи,0,2015-08-01
IDF55115913,37,нет семьи,1,2015-09-01
IDF55015187,34,нет семьи,1,2016-06-01
IDF55024074,31,нет семьи,1,2013-07-01
IDF54910031,25,есть семья,1,2019-08-01
IDF54948483,34,разведённые,0,2019-07-01
IDF55072752,43,нет семьи,1,2014-02-01
IDF54918451,66,есть семья,0,2017-12-01
IDF55126615,23,есть семья,0,2019-03-01
IDF55116020,26,есть семья,1,2019-02-01
IDF54897125,47,есть семья,1,2013-10-01
IDF54930969,25,есть семья,1,2017-02-01
IDF55007026,32,есть семья,0,2015-04-01
IDF55024735,25,есть семья,1,2015-10-01
IDF55021693,38,разведённые,1,2017-12-01
IDF55004996,36,есть семья,1,2016-08-01
IDF55005894,22,есть семья,0,2018-01-01
IDF54941211,18,есть семья,1,2018-12-01
IDF55016126,68,нет семьи,1,2013-01-01
IDF55104858,44,нет семьи,0,2013-07-01
IDF55040280,56,есть семья,0,2014-03-01
IDF55086558,62,разведённые,1,2015-07-01
IDF55012263,50,разведённые,1,2014-01-01
IDF55032853,22,разведённые,0,2015-03-01
IDF55115556,50,есть семья,0,2015-06-01
IDF55130095,30,разведённые,0,2016-12-01
IDF54986209,51,нет семьи,0,2013-06-01
IDF55073810,66,разведённые,0,2019-03-01
IDF54937889,44,есть семья,0,2017-10-01
IDF55150297,58,есть семья,1,2017-12-01
IDF54966822,65,есть семья,1,2015-09-01
IDF55017778,60,разведённые,1,2014-03-01
IDF54928817,53,есть семья,1,2016-08-01
IDF55107619,42,разведённые,1,2018-11-01
IDF55108390,34,нет семьи,1,2017-07-01
IDF54906324,28,есть семья,1,2014-11-01
IDF54917246,39,есть семья,0,2016-07-01
IDF55022934,39,есть семья,1,2013-01-01
IDF55140732,33,есть семья,1,2018-01-01
IDF54947240,61,нет семьи,1,2019-11-01
IDF55149434,37,разведённые,1,2018-12-01
IDF55068611,49,разведённые,1,2018-06-01
IDF54915550,49,нет семьи,1,2019-05-01
IDF55003404,32,нет семьи,1,2013-01-01
IDF55127900,58,есть семья,1,2015-12-01
IDF54898385,50,есть семья,1,2018-12-01
IDF54922918,43,нет семьи,0,2014-07-01
IDF55094893,26,есть семья,0,2019-11-01
IDF55016973,25,нет семьи,0,2015-11-01
IDF54977132,28,разведённые,0,2015-06-01
IDF54910572,61,нет семьи,0,2017-11-01
IDF55036982,55,разведённые,0,2016-08-01
IDF55145302,27,разведённые,0,2018-10-01
IDF54966540,62,нет семьи,1,2015-09-01
IDF54995216,36,разведённые,1,2015-12-01
IDF55035574,53,есть семья,1,2015-10-01
IDF54914521,18,нет семьи,1,2013-05-01
IDF55058994,50,нет семьи,0,2015-06-01
IDF55073693,54,нет семьи,0,2019-07-01
IDF55127853,45,нет семьи,0,2019-03-01
IDF54988650,66,есть семья,0,2015-08-01
IDF55051422,60,разведённые,1,2018-08-01
IDF54917774,41,разведённые,0,2019-10-01
IDF55149715,46,есть семья,0,2014-05-01
IDF55023698,28,есть семья,0,2013-01-01
IDF55110964,50,есть семья,0,2015-05-01
IDF55036306,53,есть семья,1,2014-06-01
IDF54931404,64,нет семьи,1,2019-07-01
IDF55021474,31,разведённые,0,2014-01-01
IDF54980476,27,нет семьи,1,2018-07-01
IDF55112606,51,нет семьи,1,2013-04-01
IDF55056271,25,нет семьи,0,2016-10-01
IDF54961757,40,есть семья,1,2018-03-01
IDF55074574,32,разведённые,0,2019-03-01
IDF55034737,44,нет семьи,0,2013-06-01
IDF54990629,52,нет семьи,1,2014-10-01
IDF55150330,55,есть семья,0,2016-11-01
IDF55073734,24,нет семьи,1,2015-07-01
IDF54922442,54,разведённые,1,2019-01-01
IDF55045316,64,разведённые,1,2015-06-01
IDF55095455,33,есть семья,0,2014-03-01
IDF55108698,29,нет семьи,0,2019-10-01
IDF54998475,20,есть семья,1,2014-04-01
IDF54951112,27,нет семьи,1,2017-06-01
IDF55140865,24,разведённые,0,2016-08-01
IDF55135792,41,есть семья,1,2013-10-01
IDF55098176,48,разведённые,0,2013-03-01
IDF54928156,35,есть семья,0,2013-10-01
IDF55150984,61,есть семья,0,2013-08-01
IDF54917868,57,есть семья,1,2013-09-01
IDF55001506,42,есть семья,0,2018-04-01
IDF54994016,43,нет семьи,1,2013-12-01
IDF55002217,25,есть семья,1,2019-01-01
IDF55006430,40,разведённые,0,2019-12-01
IDF55115804,24,нет семьи,0,2018-04-01
IDF55017269,38,есть семья,0,2013-09-01
IDF55117627,19,нет семьи,0,2014-12-01
IDF55073944,34,нет семьи,1,2019-11-01
IDF55140410,63,нет семьи,0,2018-10-01
IDF55132641,27,есть семья,0,2014-11-01
IDF55035938,46,нет семьи,1,2015-06-01
IDF55048630,31,разведённые,1,2015-09-01
IDF55047625,20,разведённые,0,2014-05-01
IDF55098803,42,нет семьи,0,2014-09-01
IDF54949463,21,разведённые,1,2014-09-01
IDF55149622,32,нет семьи,0,2014-07-01
IDF54924645,41,есть семья,0,2019-07-01
IDF54947605,22,разведённые,1,2016-08-01
IDF55033534,48,нет семьи,1,2015-06-01
IDF55099422,57,разведённые,0,2013-09-01
IDF55018288,21,нет семьи,0,2013-06-01
IDF54966102,33,нет семьи,0,2014-06-01
IDF55018608,34,разведённые,0,2014-12-01
IDF55087333,54,разведённые,1,2013-05-01
IDF54899322,47,разведённые,1,2015-03-01
IDF55142665,21,есть семья,0,2015-07-01
IDF54900495,27,нет семьи,0,2014-03-01
IDF55024071,69,разведённые,0,2016-11-01
IDF54985841,28,нет семьи,1,2018-11-01
IDF54906321,57,разведённые,0,2014-01-01
IDF55078058,45,нет семьи,1,2018-01-01
IDF55014467,19,разведённые,0,2018-06-01
IDF54934209,54,есть семья,1,2014-04-01
IDF54974830,50,есть семья,0,2016-06-01
IDF54907054,28,нет семьи,0,2016-03-01
IDF55129596,47,разведённые,1,2016-03-01
IDF55036229,19,нет семьи,0,2014-03-01
IDF54986289,56,разведённые,0,2017-11-01
IDF55122936,19,разведённые,1,2017-07-01
IDF54974884,37,есть семья,1,2015-11-01
IDF55079989,60,есть семья,1,2019-05-01
IDF54954135,18,есть семья,1,2018-06-01
IDF54910807,42,нет семьи,0,2013-06-01
IDF54999825,69,нет семьи,0,2016-01-01
IDF55107480,20,нет семьи,0,2017-12-01
IDF54948429,51,есть семья,1,2014-03-01
IDF55057329,39,нет семьи,0,2013-04-01
IDF55080114,20,нет семьи,0,2014-02-01
IDF55042262,40,нет семьи,0,2018-05-01
IDF55064883,20,нет семьи,1,2019-11-01
IDF55021837,33,нет семьи,0,2015-01-01
IDF55145135,30,есть семья,0,2014-09-01
IDF54994596,27,разведённые,1,2016-04-01
IDF54973894,56,нет семьи,1,2017-04-01
IDF54995119,20,разведённые,0,2015-10-01
IDF55049454,37,разведённые,0,2015-09-01
IDF55062758,21,разведённые,0,2016-01-01
IDF55111959,63,разведённые,0,2015-08-01
IDF55015172,35,есть семья,1,2019-03-01
IDF55012157,24,разведённые,0,2018-06-01
IDF55068260,61,есть семья,1,2015-10-01
IDF55039483,27,есть семья,1,2019-04-01
IDF54905396,39,нет семьи,1,2017-12-01
IDF55022761,48,разведённые,1,2019-02-01
IDF54910832,45,разведённые,0,2016-03-01
IDF55119699,68,есть семья,1,2015-12-01
IDF54989490,25,разведённые,0,2014-03-01
IDF54952220,64,есть семья,1,2019-12-01
IDF55126306,23,нет семьи,1,2013-11-01
IDF55092060,46,нет семьи,0,2014-04-01
IDF54991533,62,разведённые,0,2015-02-01
IDF54906234,28,есть семья,1,2016-01-01
IDF55081336,29,разведённые,0,2014-12-01
IDF55061995,20,разведённые,0,2014-07-01
IDF54936843,61,есть семья,0,2016-01-01
IDF54908196,69,нет семьи,1,2017-07-01
IDF54998645,49,разведённые,1,2016-05-01
IDF54971009,18,есть семья,0,2015-12-01
IDF55122265,49,есть семья,0,2016-04-01
IDF55007715,65,нет семьи,1,2019-09-01
IDF54929228,64,нет семьи,0,2013-01-01
IDF54985989,19,разведённые,1,2014-01-01
IDF55121511,19,разведённые,0,2017-08-01
IDF54958107,55,разведённые,1,2014-06-01
IDF55090786,68,есть семья,0,2017-04-01
IDF55104695,57,нет семьи,0,2019-12-01
IDF55062724,38,нет семьи,0,2019-09-01
IDF55076590,43,разведённые,1,2016-05-01
IDF55079598,30,разведённые,1,2018-02-01
IDF54956890,55,есть семья,0,2015-06-01
IDF55146286,26,есть семья,1,2018-03-01
IDF55046193,58,есть семья,1,2017-07-01
IDF55006106,22,разведённые,1,2014-11-01
IDF54923094,31,есть семья,0,2016-11-01
IDF55024202,55,есть семья,1,2014-10-01
IDF55107308,51,разведённые,0,2016-05-01
IDF54942658,55,есть семья,0,2018-01-01
IDF55089818,44,разведённые,1,2013-03-01
IDF54977594,52,разведённые,0,2014-03-01
IDF55012700,54,нет семьи,0,2018-12-01
IDF55060042,67,есть семья,0,2017-05-01
IDF55005610,27,разведённые,0,2019-05-01
IDF55075456,34,разведённые,0,2013-03-01
IDF55121529,29,нет семьи,1,2014-01-01
IDF54921140,32,нет семьи,0,2016-06-01
IDF55090259,25,разведённые,1,2016-07-01
IDF55063000,55,есть семья,0,2013-10-01
IDF54938483,43,есть семья,1,2014-12-01
IDF54926099,49,есть семья,1,2018-05-01
IDF55120375,56,разведённые,1,2014-06-01
IDF55063359,49,разведённые,0,2017-03-01
IDF54995298,20,нет семьи,0,2013-09-01
IDF55027175,50,есть семья,1,2018-07-01
IDF54919644,66,есть семья,0,2013-04-01
IDF55134502,63,есть семья,0,2017-07-01
IDF54925222,38,есть семья,1,2018-03-01
IDF54925168,51,разведённые,1,2016-08-01
IDF55099086,35,нет семьи,1,2017-08-01
IDF55101099,23,нет семьи,1,2014-05-01
IDF54936788,27,нет семьи,0,2017-11-01
IDF55099256,58,нет семьи,1,2014-12-01
IDF55033490,61,разведённые,0,2014-06-01
IDF55042659,61,нет семьи,0,2018-09-01
IDF55014698,43,есть семья,1,2016-06-01
IDF54941444,29,разведённые,0,2016-10-01
IDF54989096,23,нет семьи,1,2015-04-01
IDF54924465,40,есть семья,1,2013-03-01
IDF54955256,46,разведённые,0,2014-03-01
IDF55055071,31,нет семьи,1,2016-03-01
IDF55134821,54,нет семьи,0,2018-10-01
IDF54897283,44,нет семьи,0,2016-06-01
IDF54948242,26,разведённые,0,2013-03-01
IDF55125683,18,нет семьи,0,2017-06-01
IDF54920761,19,разведённые,1,2013-02-01
IDF54932921,41,разведённые,1,2019-06-01
IDF55061369,59,разведённые,0,2013-11-01
IDF54983898,60,есть семья,0,2015-10-01
IDF55083131,28,нет семьи,1,2013-03-01
IDF54996910,61,есть семья,0,2013-11-01
IDF54935857,22,есть семья,0,2019-04-01
IDF54938619,31,разведённые,1,2019-11-01
IDF55113902,66,разведённые,0,2016-03-01
IDF54951800,31,есть семья,1,2017-11-01
IDF55087645,32,разведённые,1,2013-11-01
IDF55127085,48,есть семья,1,2014-03-01
IDF54922571,28,нет семьи,1,2017-01-01
IDF55098550,49,нет семьи,1,2014-08-01
IDF54962693,48,разведённые,0,2013-09-01
IDF54928352,44,разведённые,0,2015-12-01
IDF54975745,19,разведённые,0,2019-02-01
IDF55013705,69,разведённые,1,2014-01-01
IDF55115751,18,нет семьи,0,2018-04-01
IDF55130709,38,есть семья,0,2019-10-01
IDF54957577,61,есть семья,0,2014-02-01
IDF55079812,62,есть семья,1,2017-01-01
